session_id,recording_group,activity_label,environment_label,device_id,person_id_anonymized,distance_m,object_type,csi_shape,agc_shape,fft_shape,sampling_rate_hz,files_present
session_20260118_224110,01_human_activity,sitting,hallway,,P01,9,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json
session_20260118_224252,01_human_activity,walking,hallway,,P01,9,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json
session_20260327_165613,03_environment_with_metal,moving,empty_area,,P01,2,metal_can,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260327_165932,03_environment_with_metal,moving,empty_area,,P01,2,metal_can,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260327_170337,03_environment_with_metal,moving,empty_area,,P01,2,metal_can,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260327_170847,03_environment_with_metal,stationary,empty_area,,P01,2,plastic_bottles,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260327_171452,03_environment_with_metal,stationary,lab,,P01,1,plastic_bottles,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_143923,03_environment_with_metal,none,lab,,P01,7,other,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_144113,03_environment_with_metal,none,lab,,P01,7,other,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_144817,03_environment_with_metal,none,lab,,P01,6,ordinary_object,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_145453,03_environment_with_metal,none,lab,,P01,7,other,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_145807,03_environment_with_metal,none,lab,,P01,7,other,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_151427,03_environment_with_metal,stationary,lab,,P01,5,other,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260405_152815,03_environment_with_metal,stationary,lab,,P01,5,ordinary_object,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_201602,03_environment_with_metal,sitting,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_202029,03_environment_with_metal,sitting,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_202731,03_environment_with_metal,standing,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_202915,03_environment_with_metal,standing,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_203238,03_environment_with_metal,walking,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_203722,03_environment_with_metal,moving,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_203922,03_environment_with_metal,walking,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260614_204352,03_environment_with_metal,walking,hallway,,P08,1,multiple_people,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260617_144308,03_environment_with_metal,moving,indoor,,P09,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260618_231504,03_environment_with_metal,walking,indoor,,P10,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260618_231935,03_environment_with_metal,walking,indoor,,P10,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260618_232434,03_environment_with_metal,walking,indoor,,P11,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260618_232900,03_environment_with_metal,walking,indoor,,P11,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_122831,03_environment_with_metal,walking,indoor,,P12,1,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_123709,03_environment_with_metal,walking,indoor,,P13,1,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_124522,03_environment_with_metal,walking,indoor,,P14,1,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_125156,03_environment_with_metal,none,indoor,,P15,1,wood,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_130257,03_environment_with_metal,standing,indoor,,P16,1,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_132821,03_environment_with_metal,walking,indoor,,P17,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_151200,03_environment_with_metal,sitting,furnished_room,,P18,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_153622,03_environment_with_metal,sitting,furnished_room,,P19,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_155539,03_environment_with_metal,standing,furnished_room,,P20,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_160246,03_environment_with_metal,none,furnished_room,,P21,3,metal_can,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_161035,03_environment_with_metal,walking,furnished_room,,P22,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_161558,03_environment_with_metal,rotating,furnished_room,,P22,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_163117,03_environment_with_metal,walking,furnished_room,,P23,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_163905,03_environment_with_metal,walking,furnished_room,,P24,3,plastic_bottles,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_164932,03_environment_with_metal,none,furnished_room,,P24,3,plastic_bottles,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_165333,03_environment_with_metal,none,furnished_room,,P25,3,plastic_bottles,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_181526,03_environment_with_metal,walking,furnished_room,,P26,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_182613,03_environment_with_metal,standing,furnished_room,,P27,3,person,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
session_20260620_183008,03_environment_with_metal,none,furnished_room,,P28,3,glass_can,200x64,200,200,,metadata.json;events.csv;csi_data.npy;agc_data.npy;fft_data.npy;session_info.json;rf_summary.json
